ticker,pdf_file,page,stratum,decision_class,subtype,note,label_source,annotator1_class,annotator2_class,annotator1_subtype,annotator2_subtype
LZB,LZB-LA-Z-BOY INC-2025.pdf,21,representative,prose,prose_multicol,"TranZform page with prose columns, bullets, quotes, and photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2023.pdf,17,representative,prose,prose_multicol,"Talent development page with prose blocks and photos plus a bottom callout, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,5,representative,prose,prose_multicol,"CEO message page with multi-column letter text, portrait, and signature, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BURL,BURL-Burlington Stores-2024.pdf,28,representative,ambiguous_or_mixed,chart_infographic,"Central governance flowchart genuinely links role labels to who/what descriptions across rows, but flanking prose columns carry comparable text so it does not dominate.",adjudicated,table_dominant,ambiguous_or_mixed,chart_infographic,other
GO,GO-GROCERY OUTLET HLDNG CORP-2022.pdf,3,representative,prose,prose_multicol,"Stakeholder letter page with multi-column prose, bullets, portrait, quote, and signature, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TJX,TJX-Tjx Cos Inc-2024.pdf,54,representative,prose,prose_multicol,"Sustainable sourcing page with prose columns, bullets, and a self-contained 100 percent packaging goal callout, no table correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ORLY,ORLY-O'REILLY AUTOMOTIVE INC-2024.pdf,50,representative,prose,prose_multicol,"Human capital policies appendix page with three prose/excerpt columns under separate headings, no row-level table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2024.pdf,23,representative,prose,stat_card_grid,"Human rights page with prose, photo, and a self-contained worker-rights progress stat panel, no shared row-label/value table",annotator_agreement,prose,prose,stat_card_grid,prose_multicol
HD,HD-HOME DEPOT INC-2024.pdf,51,representative,prose,prose_multicol,"Sustainable forestry page with multi-column prose, timeline bullets, and country-percentage bullets, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BURL,BURL-Burlington Stores-2022.pdf,44,representative,prose,prose_multicol,"Ethical conduct continued page with prose columns, a bullet list, and photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
T,T-AT&T INC-2021.pdf,3,representative,prose,prose_multicol,"CEO letter/section opener spread with prose columns, image, and a small page-list block, not dominated by table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MELI,MELI-MERCADOLIBRE-2023.pdf,35,representative,ambiguous_or_mixed,chart_infographic,"Circular ADN MELI diagram with four labelled segments maps onto four separate principle panels, matching the agreed HD-2024 p7 wheel-plus-boxes pattern with no canonical order.",adjudicated,prose,ambiguous_or_mixed,chart_infographic,other
NKE,NKE-NIKE INC -CL B-2022.pdf,112,representative,prose,prose_multicol,"Manufacturing waste page with prose columns and a large photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VSXY,VSXY-Victorias Secret-2022.pdf,35,representative,prose,prose_multicol,"Human rights page with multi-column prose, a policies list box, and guidebook image, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2023.pdf,33,representative,table_dominant,disclosure_index_table,TCFD Index page is dominated by a row-structured disclosure table mapping topics and prompts to report locations,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
BBY,BBY-BEST BUY CO INC-2021.pdf,79,representative,prose,prose_short_columns,"Endnotes page with multi-column location lists where each state/address entry is self-contained, no shared row table",annotator_agreement,prose,prose,prose_short_columns,prose_short_columns
NWL,NWL-NEWELL BRANDS INC-2021.pdf,73,representative,table_dominant,disclosure_index_table,"TCFD Index page is a ruled topic/accounting metric/reference table, so column-major reading would detach prompts from locations",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
GAP,GAP-GAP-2025.pdf,26,representative,prose,prose_multicol,"Opportunity gap story page with photo, prose columns, and quote callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,21,representative,prose,prose_multicol,"Inclusive growth page with two prose columns and a right mentor/mentee story sidebar, no table row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2025.pdf,16,representative,prose,prose_multicol,"Water page with prose columns and self-contained water-efficiency/supply-chain callout boxes, no shared row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KMX,KMX-CARMAX INC-2023.pdf,53,representative,table_dominant,data_table_ruled,"UN SDG moderate-impact page is dominated by a three-column grid with shared target/progress row bands across goals, so row context would detach",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
DELL,DELL-DELL TECHNOLOGIES INC-2024.pdf,16,representative,prose,chart_infographic,"Climate strategy page with prose, photo, and a self-contained scope-emissions infographic, no dominant row-structured table",annotator_agreement,prose,prose,chart_infographic,prose_multicol
W,W-WAYFAIR INC-2023.pdf,24,representative,prose,prose_multicol,Prose dominates and the certification logo grid carries no label-value text that reading order could corrupt.,adjudicated,prose,ambiguous_or_mixed,prose_multicol,stat_card_grid
AZO,AZO-AUTOZONE INC-2024.pdf,71,representative,table_dominant,disclosure_index_table,GRI Index page is dominated by a GRI Standard/Reference and Responses table with row-linked disclosures and responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LOVE,LOVE-LOVESAC CO (THE)-2022.pdf,39,representative,prose,prose_multicol,"Governance page with prose columns and a small board-representation stat box, where the embedded table is minor",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2022.pdf,21,representative,prose,prose_short_columns,"Commitments page with multiple independent thematic prose blocks in columns, no shared-row label/value structure",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
JWN,JWN-NORSTROM-2024.pdf,41,representative,table_dominant,disclosure_index_table,SASB reference page is dominated by a multi-column activity-metric/category/code/response table where column-major reading would detach rows,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
WMT,WMT-WALMART INC-2025.pdf,21,representative,prose,prose_multicol,"Career mobility page with prose columns, callout box, challenges bullets, and photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GAP,GAP-GAP-2023.pdf,19,representative,prose,prose_multicol,"Water consumption page with prose columns, photo, and a small water-savings data table, where the embedded table is minor",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PVH,PVH-PVH CORP-2022.pdf,110,representative,table_dominant,disclosure_index_table,"UN SDG Index page is dominated by side-by-side goal/material topic/target/examples tables, linking row labels to disclosures",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
SFM,SFM-SPROUTS FARMERS MARKET-2021.pdf,36,representative,prose,prose_multicol,"ESG leadership and oversight page with prose columns, green quote callout, and illustration, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2022.pdf,20,representative,ambiguous_or_mixed,data_table_ruled,"Greenhouse gas emissions page has prose plus a substantial Scope/Definition/Impact table, making it a mixed data-table and prose page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,45,representative,prose,prose_multicol,"Packaging and store environment page with prose columns, bullets, and photo, no table row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2021.pdf,35,representative,prose,prose_short_columns,"Carbon offsets checklist page with independent REC and offsets bullet lists, not a shared-row table",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
LOVE,LOVE-LOVESAC CO (THE)-2022.pdf,45,representative,ambiguous_or_mixed,data_table_ruled,"Emissions inventory page has substantial prose plus a large Scope 3 management plan matrix, so the table is meaningful but not the whole page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
CPNG,CPNG-Coupang-2023.pdf,3,representative,prose,prose_multicol,"Letter from management page with prose columns and photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,47,representative,prose,chart_infographic,"Sustainability goals page with two prose goal blocks, performance bar charts, and recent-highlights callouts, no row-structured table",annotator_agreement,prose,prose,chart_infographic,prose_multicol
AMZN,AMZN-Amazon-2023.pdf,83,representative,prose,prose_multicol,"Health and safety page with prose columns, bullets, and package-loading photo, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CRI,CRI-CARTER'S INC-2021.pdf,42,representative,prose,prose_multicol,"Chemicals management page with prose columns, photo, and employee spotlight sidebar, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WSM,WSM-WILLIAMS-SONOMA INC-2023.pdf,19,representative,prose,chart_infographic,Four columns of genuine prose dominate; the circular audit-process diagram carries single labels only and the phase list keeps each heading with its own description.,adjudicated,prose,ambiguous_or_mixed,chart_infographic,other
NWL,NWL-NEWELL BRANDS INC-2024.pdf,26,representative,prose,other,"Prose column plus independent sidebar boxes; the audit grading matrix keeps each grade and its description in one contiguous run, and no box maps onto another.",adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
AAPL,AAPL-APPLE INC-2022.pdf,57,representative,prose,prose_multicol,"Customer product safety page with prose columns, a self-service repair callout, and product image, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2023.pdf,17,representative,prose,prose_multicol,"DEI page with hero photo, prose columns, and self-contained callout/quote boxes, no row-level table correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BRLT,BRLT-BRILLIANT EARTH GP INC-2023.pdf,25,representative,table_dominant,data_table_ruled,"Sustainability goals page is dominated by a Year/Goal/Ambition/Status/Progress/Ambitions table, where row labels and values are linked",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
AMZN,AMZN-Amazon-2025.pdf,30,representative,prose,prose_multicol,"Employee experience page with dense prose columns and a small pay-equity table, where the embedded table is minor",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GAP,GAP-GAP-2021.pdf,35,representative,prose,prose_multicol,"Water stewardship page with multi-column prose, image, and advocacy sidebar, no table or row-linked grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOW,LOW-LOWE'S COS INC-2021.pdf,18,representative,prose,other,Eight business-resource-group cards are a catalogue of self-contained entity profiles; order among them is arbitrary and no label-value pair can detach.,adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,23,representative,prose,other,"Value chain page uses four independent image-and-prose cards, with no row correspondence between columns",annotator_agreement,prose,prose,other,prose_multicol
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2023.pdf,5,representative,ambiguous_or_mixed,other,"The page is essentially eight independent tenet boxes in an irregular four-column grid with only a one-sentence prose spine, so no single canonical order exists.",adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
TGT,TGT-TARGET CORP-2023.pdf,66,representative,prose,prose_multicol,"Animal welfare page with prose columns, a self-contained 100 percent callout, and a small one-row metric table, not table-dominant",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AAPL,AAPL-APPLE INC-2023.pdf,43,representative,prose,prose_multicol,"Product repair and reuse page with four prose columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
EYE,EYE-NATIONAL VISION HOLDINGS INC-2022.pdf,45,representative,prose,prose_multicol,"Environmental performance reference page with prose columns and bullet list, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2023.pdf,76,representative,ambiguous_or_mixed,chart_infographic,Employee benefits approach page is dominated by a large radial benefits infographic with many labeled sectors and no single canonical linear order,annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,chart_infographic
AAPL,AAPL-APPLE INC-2025.pdf,54,representative,prose,prose_multicol,"Water replenishment page with prose columns and a small replenishment-projects table, where the embedded table is minor",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,36,representative,prose,prose_multicol,"Basic rights page with four prose columns and numbered principles, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KR,KR-KROGER CO-2022.pdf,24,representative,prose,prose_multicol,"Customer experience page with prose columns, image, and delivery story callout, no table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
NKE,NKE-NIKE INC -CL B-2024.pdf,2,representative,prose,prose_multicol,"Reporting methodology and safe harbor page with dense prose columns, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2023.pdf,77,representative,prose,prose_multicol,"Employee progress page with dense prose columns and bullets, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2021.pdf,38,representative,prose,prose_multicol,"Amazon Sustainability Data Initiative page with prose columns, image blocks, and project story text, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GAP,GAP-GAP-2025.pdf,45,representative,table_dominant,disclosure_index_table,GRI content index appendix page is dominated by side-by-side disclosure tables mapping standard sections to disclosures and locations,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
TPR,TPR-TAPESTRY INC-2024.pdf,38,representative,prose,other,"Four independent story panels, each self-contained prose under its own header; column-major reading yields each panel intact and nothing maps between them.",adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
KR,KR-KROGER CO-2025.pdf,26,representative,prose,prose_multicol,"Health and nutrition page with multi-column prose and a large photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AAPL,AAPL-APPLE INC-2022.pdf,56,representative,prose,prose_multicol,"Product safety and longevity page with prose columns, image, and a self-contained repair callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
COLM,COLM-COLUMBIA SPORTSWEAR CO-2022.pdf,40,boundary,prose,prose_multicol,"Supply chain responsibility page with two prose columns, bullet list, photo, and quote callout, no shared row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,31,boundary,table_dominant,data_table_ruled,People targets progress page is dominated by a multi-year targets/results/status table where column-major reading would detach row context,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,38,boundary,prose,other,"Two prose columns plus a bio-card grid of director portraits with name and title contiguous, and composition stats whose figures sit directly above their labels.",adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
TGT,TGT-TARGET CORP-2021.pdf,66,boundary,ambiguous_or_mixed,data_table_ruled,"Public policy page has prose columns plus a substantial embedded political-contributions organization/amount table, making it mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
ROST,ROST-ROSS STORES INC-2021.pdf,14,boundary,prose,stat_card_grid,"Hiring and advancement page with prose columns, photo, and self-contained promotion stat callouts, no row-level table correspondence",annotator_agreement,prose,prose,stat_card_grid,prose_multicol
SNBR,SNBR-SLEEP NUMBER CORP-2024.pdf,26,boundary,prose,prose_short_columns,"DEI strategy overview page uses independent topical text blocks with icons, no shared row-label/value structure",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,38,boundary,prose,prose_multicol,"Basic rights continued page with multi-column prose and a large photo, no table or row-linked grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOW,LOW-LOWE'S COS INC-2024.pdf,32,boundary,prose,prose_multicol,"Product sustainability accomplishments page with prose sections, product images, and a 2025 plans column, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CURV,CURV-TORRID HOLDINGS-2023.pdf,9,boundary,ambiguous_or_mixed,data_table_ruled,"Chemical management page combines prose with substantial supplier survey and certification percentage tables, so it is mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
PVH,PVH-PVH CORP-2021.pdf,17,boundary,prose,prose_multicol,"Brand highlights page with photo and two columns of bullet/prose content, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WWW,WWW-WOLVERINE WORLD WIDE-2022.pdf,31,boundary,ambiguous_or_mixed,other,Packaging and innovative product page is a collage of independent text/image modules with no single canonical linear order,annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,other,stat_card_grid
WWW,WWW-WOLVERINE WORLD WIDE-2024.pdf,16,boundary,prose,prose_multicol,"Benefits and wellness page with prose columns, bullet list, and photos, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AZO,AZO-AUTOZONE INC-2024.pdf,34,boundary,prose,prose_multicol,"DEI key initiatives page with prose columns, large photo, and section navigation, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
NWL,NWL-NEWELL BRANDS INC-2021.pdf,60,boundary,prose,prose_multicol,"Disaster relief page with two prose columns, quote callout, and photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WSM,WSM-WILLIAMS-SONOMA INC-2022.pdf,53,boundary,table_dominant,disclosure_index_table,TCFD page is dominated by a disclosure matrix linking recommendations/questions to narrative responses across rows,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
XOM,XOM-EXXON MOBIL CORP-2026.pdf,74,boundary,prose,prose_multicol,"Supplier sourcing page with a prose case-study panel, photo, and narrative column, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOW,LOW-LOWE'S COS INC-2021.pdf,42,boundary,ambiguous_or_mixed,chart_infographic,"Governance page combines substantial prose with a sizeable board risk oversight role diagram, so it is mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,other
ARKO,ARKO-ARKO CORP-2022.pdf,41,boundary,table_dominant,disclosure_index_table,"SASB index page is dominated by a multi-column disclosure table mapping topics, metrics, codes, and responses",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
VFC,VFC-VF CORP-2024.pdf,29,boundary,prose,prose_multicol,"Development highlights page uses side-by-side prose pillars and self-contained activity/results lists, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
NKE,NKE-NIKE INC -CL B-2023.pdf,30,boundary,prose,chart_infographic,"Two prose columns dominate and the two-bar favourability chart has its FY22/FY23 headers directly above their values, with the same figures restated in the prose.",adjudicated,prose,ambiguous_or_mixed,chart_infographic,chart_infographic
BIRD,BIRD-ALLBIRDS INC-2023.pdf,19,boundary,table_dominant,disclosure_index_table,SASB disclosures page is dominated by a Description/Response/SASB Standard table linking disclosure text to responses and code,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
TGT,TGT-TARGET CORP-2022.pdf,66,boundary,prose,prose_multicol,"About this report page with multi-column prose, bullets, and navigation text, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PTRN,PTRN-Pattern Group-2021.pdf,88,boundary,prose,prose_multicol,"Wastewater tools page with two prose columns and small self-contained tool icons, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBWI,BBWI-BATH & BODY WORKS INC-2023.pdf,17,boundary,prose,prose_multicol,"Benefits page with photo, quote callout, prose, and bullet lists, no table row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AAP,AAP-ADVANCE AUTO PARTS INC-2021.pdf,38,boundary,prose,prose_multicol,"DEI awareness and inclusion council page with two prose columns and bullets, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2025.pdf,49,boundary,table_dominant,disclosure_index_table,GRI index appendix page is dominated by a ruled disclosure/response table linking codes to report references,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
NKE,NKE-NIKE INC -CL B-2023.pdf,25,boundary,prose,prose_multicol,"Racial and ethnic minorities page with prose story columns and photos, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BRLT,BRLT-BRILLIANT EARTH GP INC-2022.pdf,30,boundary,prose,other,"Compassion partnerships page uses three independent story/profile columns with images, no shared-row table relationship",annotator_agreement,prose,prose,other,prose_multicol
DECK,DECK-DECKERS OUTDOOR CORP-2023.pdf,158,boundary,ambiguous_or_mixed,chart_infographic,"Consumer safety page combines prose with a large CPSIA bar chart and VOC data table, so it is mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,data_table_ruled
CROX,CROX-CROCS INC-2022.pdf,4,boundary,ambiguous_or_mixed,chart_infographic,"Company overview spread combines CEO letter prose with values panels and a substantial timeline infographic, so no single prose/table reading dominates",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,other
XOM,XOM-EXXON MOBIL CORP-2022.pdf,47,boundary,prose,prose_multicol,"Human rights and strategic elements page with two prose columns and self-contained link callouts, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PTRN,PTRN-Pattern Group-2021.pdf,57,boundary,prose,prose_short_columns,"Social responsibility requirements page is dense numbered prose in narrow columns, with no table row correspondence",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2024.pdf,12,boundary,ambiguous_or_mixed,chart_infographic,"ESG governance page combines prose with a substantial oversight role diagram over a photo, making it mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,other
VRA,VRA-VERA BRADLEY INC-2025.pdf,25,boundary,table_dominant,disclosure_index_table,SASB raw materials sourcing page is dominated by disclosure/code tables and a central material-volume data table,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,data_table_ruled
CRMT,CRMT-AMERICA'S CAR-MART INC-2023.pdf,30,boundary,prose,prose_short_columns,"Stakeholder engagement page with independent category bullet lists in two columns, no shared-row table relationship",annotator_agreement,prose,prose,prose_short_columns,prose_short_columns
PVH,PVH-PVH CORP-2023.pdf,22,boundary,prose,chart_infographic,"Hazardous chemicals page with prose columns, photo, progress bar, and minor progress bullets, no row-structured table",annotator_agreement,prose,prose,chart_infographic,prose_multicol
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,33,boundary,prose,prose_multicol,"Supply chain management page with three independent prose columns and headings, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AZO,AZO-AUTOZONE INC-2024.pdf,64,boundary,table_dominant,disclosure_index_table,GRI Index page is dominated by a multi-row standard/reference/response table where row context links codes to responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
DG,DG-DOLLAR GENERAL CORP-2025.pdf,19,boundary,prose,prose_multicol,"Employee health and safety page with prose columns, bullets, and a photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KMX,KMX-CARMAX INC-2021.pdf,29,boundary,prose,prose_multicol,"Associate education page with prose columns, a policy bullet list, and a large photo, no table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2022.pdf,30,boundary,prose,prose_multicol,"Community impact page with prose columns, photo, and a small quarterly focus grid, where the grid is minor and self-contained",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2022.pdf,106,boundary,table_dominant,data_table_ruled,External limited assurance page is dominated by a ruled metrics/value/unit/criteria table with row-linked entries,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
LAD,LAD-LITHIA MOTORS INC -CL A-2025.pdf,14,boundary,prose,other,Quarterly focus cells and the interviewee bio are self-contained label-plus-description blocks inside a heavily prose-driven spread.,adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
FL,FL-FOOT LOCKER INC-2023.pdf,71,boundary,table_dominant,data_table_ruled,GHG emissions inventory notes page is dominated by a structured Data Used/Emissions Factors/Notes table,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
COLM,COLM-COLUMBIA SPORTSWEAR CO-2023.pdf,51,boundary,prose,prose_multicol,"Audit and assessment types appendix page uses independent labeled prose blocks in columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MELI,MELI-MERCADOLIBRE-2023.pdf,38,boundary,prose,stat_card_grid,Intro prose enumerates the training courses and each programme card keeps its participant figure directly above its own label.,adjudicated,prose,ambiguous_or_mixed,stat_card_grid,stat_card_grid
COST,COST-COSTCO WHOLESALE CORP-2022.pdf,2,boundary,prose,toc_nav,"Table of contents page with navigation lists in columns, no row-level label-value structure",annotator_agreement,prose,prose,toc_nav,toc_nav
BURL,BURL-Burlington Stores-2023.pdf,15,boundary,prose,stat_card_grid,"Associate safety page with prose columns, photo, callout, and self-contained zero-injury stat, no shared-row table",annotator_agreement,prose,prose,stat_card_grid,prose_multicol
VVV,VVV-VALVOLINE INC-2024.pdf,47,boundary,table_dominant,disclosure_index_table,"GRI Context Index page is dominated by a multi-column disclosure table linking standards, disclosures, and references",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,25,boundary,prose,chart_infographic,Employee-programs and mentorship prose dominate; the two donut legends keep percentage and category contiguous on each line.,adjudicated,prose,ambiguous_or_mixed,chart_infographic,stat_card_grid
DECK,DECK-DECKERS OUTDOOR CORP-2025.pdf,81,boundary,table_dominant,data_table_ruled,Materials targets progress page is dominated by a multi-year targets/results/status table where row context is essential,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
NKE,NKE-NIKE INC -CL B-2024.pdf,50,boundary,table_dominant,disclosure_index_table,SASB index page is dominated by a topic/category/code/data/reference table with row-linked disclosure entries,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
RL,RL-RALPH LAUREN CORP-2022.pdf,27,boundary,prose,prose_multicol,"Supplier capacity page with a large photo and two prose columns, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,29,boundary,ambiguous_or_mixed,chart_infographic,"Corporate responsibility page combines prose with a substantial governance structure diagram, so it is mixed",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,other
LEG,LEG-LEGGETT & PLATT INC-2023.pdf,32,boundary,prose,other,"Community giving page with prose and a self-contained employee relief story card with photos, no shared-row table relationship",annotator_agreement,prose,prose,other,prose_multicol
HD,HD-HOME DEPOT INC-2024.pdf,64,boundary,prose,prose_multicol,"Customer eco actions page with prose columns, photo, and self-contained logo/resource list, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,14,boundary,prose,prose_multicol,"Compensation and benefits page with three prose columns and headings, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,14,boundary,prose,prose_multicol,"ESG governance page with prose columns, bullet list, and photo, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
HD,HD-HOME DEPOT INC-2024.pdf,21,boundary,prose,prose_multicol,"ESG priority assessment and climate resilience page with photo and prose columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TPR,TPR-TAPESTRY INC-2022.pdf,64,boundary,table_dominant,disclosure_index_table,GRI index continued page is dominated by a ruled disclosure table mapping GRI codes to descriptions and responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
