report_label,ticker,year,heading,canonical_section_code,calibration_decision,notes,source_review_flag,source_line
GAP 2023,GAP,2023,OUR SUPPLIER SUSTAINABILITY APPROACH,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,634
GAP 2023,GAP,2023,GAP INC. GOALS AND PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,636
GAP 2023,GAP,2023,OUR HOUSE OF BRANDS,,manual_review,not matched to canonical ESG code; review before adding pattern,,637
GAP 2023,GAP,2023,BRAND PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,638
GAP 2023,GAP,2023,ENVIRONMENT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,639
GAP 2023,GAP,2023,WATER STEWARDSHIP,water,use_for_splitter,matched calibrated ESG heading pattern,,640
GAP 2023,GAP,2023,CHALLENGE,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,642
GAP 2023,GAP,2023,STRATEGY,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,643
GAP 2023,GAP,2023,IMPACT,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,644
GAP 2023,GAP,2023,PARTNERSHIPS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,645
GAP 2023,GAP,2023,A CALL TO WATER ACTION,water,use_for_splitter,matched calibrated ESG heading pattern,,646
GAP 2023,GAP,2023,ACCESS: COMMUNITY WATER RESILIENCE,water,use_for_splitter,matched calibrated ESG heading pattern,,647
GAP 2023,GAP,2023,GOAL BY 2030,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,649
GAP 2023,GAP,2023,PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,650
GAP 2023,GAP,2023,2023 PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,654
GAP 2023,GAP,2023,The Women + Water Collaborative:,water,use_for_splitter,matched calibrated ESG heading pattern,,655
GAP 2023,GAP,2023,WaterEquity:,,manual_review,not matched to canonical ESG code; review before adding pattern,,656
GAP 2023,GAP,2023,HOW KUSUM LED HER COMMUNITY TO CLEAN WATER ACCESS,water,use_for_splitter,matched calibrated ESG heading pattern,,657
GAP 2023,GAP,2023,REDUCTION AND REPLENISHMENT: TACKLING WATER CONSUMPTION,water,use_for_splitter,matched calibrated ESG heading pattern,,660
GAP 2023,GAP,2023,Reduce water risk:,water,use_for_splitter,matched calibrated ESG heading pattern,,665
GAP 2023,GAP,2023,Generate cost-saving opportunities:,,manual_review,not matched to canonical ESG code; review before adding pattern,,666
GAP 2023,GAP,2023,Improve long-term water security:,,manual_review,not matched to canonical ESG code; review before adding pattern,,667
GAP 2023,GAP,2023,REDUCTION,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,669
GAP 2023,GAP,2023,Context-Based Water Targets:,water,use_for_splitter,matched calibrated ESG heading pattern,,670
GAP 2023,GAP,2023,Resource Efficiency Programs:,environmental,use_for_splitter,matched calibrated ESG heading pattern,,671
GAP 2023,GAP,2023,Washwell:,,manual_review,not matched to canonical ESG code; review before adding pattern,,672
GAP 2023,GAP,2023,Arvind Water Partnership:,water,use_for_splitter,matched calibrated ESG heading pattern,,673
GAP 2023,GAP,2023,REPLENISHMENT,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,674
GAP 2023,GAP,2023,WATER RISK MAPPING,water,use_for_splitter,matched calibrated ESG heading pattern,,675
GAP 2023,GAP,2023,WATER SAVINGS,water,use_for_splitter,matched calibrated ESG heading pattern,,676
GAP 2023,GAP,2023,CHEMICALS MANAGEMENT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,677
GAP 2023,GAP,2023,Uphold stringent standards for production and finished product:,,manual_review,not matched to canonical ESG code; review before adding pattern,,680
GAP 2023,GAP,2023,"Assess supplier performance against established quality and safety parameters through third-party testing, verification, and audits:",,manual_review,not matched to canonical ESG code; review before adding pattern,,682
GAP 2023,GAP,2023,Strengthen supply chain capabilities and remediate noncompliance issues:,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,686
GAP 2023,GAP,2023,HOW WE MANAGE CHEMICALS,,manual_review,not matched to canonical ESG code; review before adding pattern,,689
GAP 2023,GAP,2023,INPUT MANAGEMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,690
GAP 2023,GAP,2023,PROCESS MANAGEMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,691
GAP 2023,GAP,2023,OUTPUT MANAGEMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,692
GAP 2023,GAP,2023,"Dimethylformamide (DMF),",,manual_review,not matched to canonical ESG code; review before adding pattern,,694
GAP 2023,GAP,2023,"Potassium permanganate (PP),",,manual_review,not matched to canonical ESG code; review before adding pattern,,695
GAP 2023,GAP,2023,WATER QUALITY PROGRAM PROGRESS,water,use_for_splitter,matched calibrated ESG heading pattern,,696
GAP 2023,GAP,2023,CLIMATE ACTION,climate,use_for_splitter,matched calibrated ESG heading pattern,,697
GAP 2023,GAP,2023,RAW MATERIALS AND PRODUCT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,698
GAP 2023,GAP,2023,PREFERRED MATERIALS STANDARDS PORTFOLIO,environmental,use_for_splitter,matched calibrated ESG heading pattern,,699
GAP 2023,GAP,2023,CIRCULARITY,waste,use_for_splitter,matched calibrated ESG heading pattern,,701
GAP 2023,GAP,2023,WASTE,waste,use_for_splitter,matched calibrated ESG heading pattern,,702
GAP 2023,GAP,2023,SOCIAL/ S U P P LY C H A I N,,manual_review,not matched to canonical ESG code; review before adding pattern,,703
GAP 2023,GAP,2023,HUMAN RIGHTS,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,704
GAP 2023,GAP,2023,OUR HUMAN RIGHTS ISSUES,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,705
GAP 2023,GAP,2023,FAIR TRADE,,manual_review,not matched to canonical ESG code; review before adding pattern,,706
GAP 2023,GAP,2023,ASSESSMENT AND REMEDIATION,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,707
GAP 2023,GAP,2023,CAPABILITY BUILDING,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,709
GAP 2023,GAP,2023,WORKPLACE COOPERATION PROGRAM,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,710
GAP 2023,GAP,2023,SUPERVISORY SKILLS TRAINING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,711
GAP 2023,GAP,2023,GENDER-BASED VIOLENCE AND HARASSMENT PREVENTION AND RESPONSE,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,712
GAP 2023,GAP,2023,DIGITAL WAGES,,manual_review,not matched to canonical ESG code; review before adding pattern,,714
GAP 2023,GAP,2023,GAP INC. P.A.C.E. AND RISE,,manual_review,not matched to canonical ESG code; review before adding pattern,,715
GAP 2023,GAP,2023,SUPPLY CHAIN AND COMMUNITY STORIES,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,716
GAP 2023,GAP,2023,SOCIAL / W O R K P L A C E A N D COMMUNITY,,manual_review,not matched to canonical ESG code; review before adding pattern,,718
GAP 2023,GAP,2023,ENABLING OPPORTUNITY AND SOCIAL IMPACT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,720
GAP 2023,GAP,2023,THIS WAY ONWARD 2023 PROGRESS IN OUR STORES,community,use_for_splitter,matched calibrated ESG heading pattern,,722
GAP 2023,GAP,2023,REFUGEE AND IMMIGRANT HIRING 2023 PROGRESS IN OUR DISTRIBUTION CENTERS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,723
GAP 2023,GAP,2023,REFUGEE AND IMMIGRANT HIRING,,manual_review,not matched to canonical ESG code; review before adding pattern,,724
GAP 2023,GAP,2023,WRAPAROUND SUPPORT,,manual_review,not matched to canonical ESG code; review before adding pattern,,725
GAP 2023,GAP,2023,SUPPORTING REFUGEE RESETTLEMENT IN THE U.S.,,manual_review,not matched to canonical ESG code; review before adding pattern,,726
GAP 2023,GAP,2023,FINDING STABILITY WITH GAP INC.,,manual_review,not matched to canonical ESG code; review before adding pattern,,728
GAP 2023,GAP,2023,EQUALITY & BELONGING,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,730
GAP 2023,GAP,2023,LEADING COMPANY FOR DIVERSITY AND INCLUSION,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,731
GAP 2023,GAP,2023,Equality & Belonging Employee Ecosystem,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,732
GAP 2023,GAP,2023,HERITAGE MONTHS AND CULTURAL ACTIVATIONS,,manual_review,not matched to canonical ESG code; review before adding pattern,,733
GAP 2023,GAP,2023,PEOPLE,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,735
GAP 2023,GAP,2023,ENSURING EQUAL OPPORTUNITIES AND EQUAL PAY,,manual_review,not matched to canonical ESG code; review before adding pattern,,736
GAP 2023,GAP,2023,EMPLOYEE PERFORMANCE AND SATISFACTION,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,738
GAP 2023,GAP,2023,BENEFITS AND WORK-LIFE INTEGRATION,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,740
GAP 2023,GAP,2023,HEALTH AND WELL-BEING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,742
GAP 2023,GAP,2023,OCCUPATIONAL HEALTH AND SAFETY,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,743
GAP 2023,GAP,2023,EMPLOYEE ENGAGEMENT AND CORPORATE GIVING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,745
GAP 2023,GAP,2023,EMPLOYEE ENGAGEMENT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,747
GAP 2023,GAP,2023,GOVERNANCE,governance,use_for_splitter,matched calibrated ESG heading pattern,,748
GAP 2023,GAP,2023,ESG OVERSIGHT,governance,use_for_splitter,matched calibrated ESG heading pattern,,749
GAP 2023,GAP,2023,RISK MANAGEMENT,governance,use_for_splitter,matched calibrated ESG heading pattern,,750
GAP 2023,GAP,2023,STAKEHOLDER AND POLITICAL ENGAGEMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,751
GAP 2023,GAP,2023,BUSINESS ETHICS AND INTEGRITY,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,753
GAP 2023,GAP,2023,APPENDIX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,755
GAP 2023,GAP,2023,MATERIALITY,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,756
GAP 2023,GAP,2023,UNITED NATIONS SDGs ALIGNMENT,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,757
GAP 2023,GAP,2023,GLOBAL REPORTING INITIATIVE (GRI) INDEX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,758
GAP 2023,GAP,2023,SUSTAINABILITY ACCOUNTING STANDARDS BOARD (SASB) INDEX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,760
GAP 2023,GAP,2023,TASK FORCE ON CLIMATE-RELATED FINANCIAL DISCLOSURES (TCFD) INDEX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,762
GAP 2023,GAP,2023,SUPPLEMENTAL DATA,,manual_review,not matched to canonical ESG code; review before adding pattern,,764
GAP 2023,GAP,2023,DATA ASSURANCE,appendix,use_for_splitter,matched calibrated ESG heading pattern,,765
GAP 2023,GAP,2023,CAUTIONARY NOTE ON FORWARD-LOOKING STATEMENTS,,manual_review,not matched to canonical ESG code; review before adding pattern,,766
GAP 2023,GAP,2023,Our Commitment CEO Message,ceo_letter,use_for_splitter,matched calibrated ESG heading pattern,,770
GAP 2023,GAP,2023,Who We Are,,manual_review,not matched to canonical ESG code; review before adding pattern,,772
GAP 2023,GAP,2023,AWARDS AND RECOGNITION,,manual_review,not matched to canonical ESG code; review before adding pattern,,773
GAP 2023,GAP,2023,GAP INC. BY THE NUMBERS IN FISCAL 2025,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,774
GAP 2023,GAP,2023,Our Impact Approach,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,776
GAP 2023,GAP,2023,Our Impact Through the Years,,manual_review,not matched to canonical ESG code; review before adding pattern,,779
GAP 2023,GAP,2023,2025 Highlights,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,783
GAP 2023,GAP,2023,Bridging the Climate Gap,climate,use_for_splitter,matched calibrated ESG heading pattern,,786
GAP 2023,GAP,2023,Product,,manual_review,not matched to canonical ESG code; review before adding pattern,,790
GAP 2023,GAP,2023,Waste and Circularity,waste,use_for_splitter,matched calibrated ESG heading pattern,,791
GAP 2023,GAP,2023,Social,social,use_for_splitter,matched calibrated ESG heading pattern,,793
GAP 2023,GAP,2023,Bridging the Equity Gap,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,795
GAP 2023,GAP,2023,CapabilityBuilding Programs,,manual_review,not matched to canonical ESG code; review before adding pattern,,796
GAP 2023,GAP,2023,Bridging the Opportunity Gap,,manual_review,not matched to canonical ESG code; review before adding pattern,,797
GAP 2023,GAP,2023,Opportunity Programs,,manual_review,not matched to canonical ESG code; review before adding pattern,,798
GAP 2023,GAP,2023,Bridging the Inclusion Gap,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,800
GAP 2023,GAP,2023,Inclusion and Belonging,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,801
GAP 2023,GAP,2023,Human Capital Management,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,803
GAP 2023,GAP,2023,HEALTH AND MENTAL WELL-BEING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,807
GAP 2023,GAP,2023,BENEFITS AND WORKLIFE INTEGRATION,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,809
GAP 2023,GAP,2023,FINANCIAL WELL-BEING AND PROTECTION,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,810
GAP 2023,GAP,2023,LEAVE AND FLEXIBLE WORK,,manual_review,not matched to canonical ESG code; review before adding pattern,,812
GAP 2023,GAP,2023,Community Engagement,community,use_for_splitter,matched calibrated ESG heading pattern,,816
GAP 2023,GAP,2023,OUR APPROACH,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,818
GAP 2023,GAP,2023,VOLUNTEERING,,manual_review,not matched to canonical ESG code; review before adding pattern,,819
GAP 2023,GAP,2023,CORPORATE GIVING,community,use_for_splitter,matched calibrated ESG heading pattern,,820
GAP 2023,GAP,2023,DISASTER RESPONSE,,manual_review,not matched to canonical ESG code; review before adding pattern,,821
GAP 2023,GAP,2023,2025 PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,822
GAP 2023,GAP,2023,SAN FRANCISCO FORWARD,,manual_review,not matched to canonical ESG code; review before adding pattern,,823
GAP 2023,GAP,2023,Supplier Compliance,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,826
GAP 2023,GAP,2023,UNDERSTANDING OUR SUPPLY CHAIN,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,828
GAP 2023,GAP,2023,RATING SUPPLIERS,,manual_review,not matched to canonical ESG code; review before adding pattern,,829
GAP 2023,GAP,2023,ENCOURAGING ACTION,,manual_review,not matched to canonical ESG code; review before adding pattern,,830
GAP 2023,GAP,2023,Management Oversight,governance,use_for_splitter,matched calibrated ESG heading pattern,,831
GAP 2023,GAP,2023,ENTERPRISE RISK MANAGEMENT PROCESS,governance,use_for_splitter,matched calibrated ESG heading pattern,,834
GAP 2023,GAP,2023,Stakeholder Engagement,governance,use_for_splitter,matched calibrated ESG heading pattern,,835
GAP 2023,GAP,2023,CODE OF BUSINESS CONDUCT,,manual_review,not matched to canonical ESG code; review before adding pattern,,839
GAP 2023,GAP,2023,ANTI-CORRUPTION AND BRIBERY,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,841
GAP 2023,GAP,2023,DATA PRIVACY AND CYBERSECURITY,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,843
GAP 2023,GAP,2023,ARTIFICIAL INTELLIGENCE,,manual_review,not matched to canonical ESG code; review before adding pattern,,845
GAP 2023,GAP,2023,MARKETING AND PRODUCT CLAIMS,,manual_review,not matched to canonical ESG code; review before adding pattern,,847
GAP 2023,GAP,2023,COMPETITION AND ANTITRUST LAWS,,manual_review,not matched to canonical ESG code; review before adding pattern,,849
GAP 2023,GAP,2023,Materiality Assessment,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,852
TJX 2021,TJX,2021,Delivering Real Value,,manual_review,not matched to canonical ESG code; review before adding pattern,,860
TJX 2021,TJX,2021,FY21 KEY HIGHLIGHTS1,,manual_review,not matched to canonical ESG code; review before adding pattern,,861
TJX 2021,TJX,2021,ENVIRONMENTAL SUSTAINABILITY3,environmental,use_for_splitter,matched calibrated ESG heading pattern,,862
TJX 2021,TJX,2021,OUR REPORTING,,manual_review,not matched to canonical ESG code; review before adding pattern,,863
TJX 2021,TJX,2021,LETTER FROM ERNIE HERRMAN,,manual_review,not matched to canonical ESG code; review before adding pattern,,864
TJX 2021,TJX,2021,OUR WORKPLACE,human_capital,use_for_splitter,matched calibrated ESG heading pattern,contains_ocr_note,865
TJX 2021,TJX,2021,ASSOCIATES BRING OUR BUSINESS TO LIFE,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,866
TJX 2021,TJX,2021,AWARDS AND RECOGNITION,,manual_review,not matched to canonical ESG code; review before adding pattern,,867
TJX 2021,TJX,2021,RECRUITMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,868
TJX 2021,TJX,2021,"ATTRACTING TOMORROW’S LEADERS, TODAY",,manual_review,not matched to canonical ESG code; review before adding pattern,,869
TJX 2021,TJX,2021,BUILDING A MORE DIVERSE WORKPLACE,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,870
TJX 2021,TJX,2021,ON-CAMPUS RECRUITING: FROM THEIR CAMPUS TO OURS,,manual_review,not matched to canonical ESG code; review before adding pattern,,871
TJX 2021,TJX,2021,PROUDLY HIRING THOSE WHO HAVE SERVED IN THE U.S. MILITARY,,manual_review,not matched to canonical ESG code; review before adding pattern,,872
TJX 2021,TJX,2021,CREATING PERSONAL AND PROFESSIONAL OPPORTUNITIES,,manual_review,not matched to canonical ESG code; review before adding pattern,,873
TJX 2021,TJX,2021,MAKING A DIFFERENCE: BEST BUDDIES,,manual_review,not matched to canonical ESG code; review before adding pattern,,874
TJX 2021,TJX,2021,CAREER DEVELOPMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,875
TJX 2021,TJX,2021,DEVELOPMENT PROGRAMS,,manual_review,not matched to canonical ESG code; review before adding pattern,,876
TJX 2021,TJX,2021,CALLING ALL MERCHANTS: TRAINING STARTS HERE,,manual_review,not matched to canonical ESG code; review before adding pattern,,877
TJX 2021,TJX,2021,TJX UNIVERSITY FOR MERCHANTS,,manual_review,not matched to canonical ESG code; review before adding pattern,,878
TJX 2021,TJX,2021,EXTERNAL PARTNERSHIPS,,manual_review,not matched to canonical ESG code; review before adding pattern,,879
TJX 2021,TJX,2021,EMBRACING INCLUSION AND DIVERSITY,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,880
TJX 2021,TJX,2021,KEY AREAS OF FOCUS,,manual_review,not matched to canonical ESG code; review before adding pattern,,881
TJX 2021,TJX,2021,Associate Education,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,882
TJX 2021,TJX,2021,Additional Training Tools to Manage Differences,,manual_review,not matched to canonical ESG code; review before adding pattern,,883
TJX 2021,TJX,2021,Encouraging Honest Conversations and Feedback,,manual_review,not matched to canonical ESG code; review before adding pattern,,884
TJX 2021,TJX,2021,Recruitment of Diverse Candidates for Management,,manual_review,not matched to canonical ESG code; review before adding pattern,,885
TJX 2021,TJX,2021,Being Inclusive,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,886
TJX 2021,TJX,2021,OUR DIVERSE WORKFORCE,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,887
TJX 2021,TJX,2021,PAY EQUITY,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,888
TJX 2021,TJX,2021,EXTERNAL RECOGNITION,,manual_review,not matched to canonical ESG code; review before adding pattern,,889
TJX 2021,TJX,2021,ASSOCIATE GROUPS,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,890
TJX 2021,TJX,2021,ASSOCIATE WELL-BEING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,891
TJX 2021,TJX,2021,OUR COMMUNITIES,community,use_for_splitter,matched calibrated ESG heading pattern,,892
TJX 2021,TJX,2021,HELPING BUILD BETTER FUTURES,,manual_review,not matched to canonical ESG code; review before adding pattern,,893
TJX 2021,TJX,2021,OUR SOCIAL IMPACT AREAS,community,use_for_splitter,matched calibrated ESG heading pattern,,894
TJX 2021,TJX,2021,OUR APPROACH TO GIVING BACK,community,use_for_splitter,matched calibrated ESG heading pattern,,895
TJX 2021,TJX,2021,STANDING FOR RACIAL JUSTICE AND CREATING OPPORTUNITIES,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,896
TJX 2021,TJX,2021,RESPONSE TO COVID-19,,manual_review,not matched to canonical ESG code; review before adding pattern,,897
TJX 2021,TJX,2021,IMPACT FROM OUR 2020 GIVING AND IN-STORE FUNDRAISING1,community,use_for_splitter,matched calibrated ESG heading pattern,,898
TJX 2021,TJX,2021,CORPORATE PHILANTHROPY,community,use_for_splitter,matched calibrated ESG heading pattern,,899
TJX 2021,TJX,2021,MAKING A DIFFERENCE: DISASTER RELIEF,community,use_for_splitter,matched calibrated ESG heading pattern,,900
TJX 2021,TJX,2021,ASSOCIATE IMPACT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,901
TJX 2021,TJX,2021,MAKING A DIFFERENCE: THE COMMUNITY FUND,community,use_for_splitter,matched calibrated ESG heading pattern,,902
TJX 2021,TJX,2021,FULFILLING BASIC NEEDS,,manual_review,not matched to canonical ESG code; review before adding pattern,,903
TJX 2021,TJX,2021,MAKING A DIFFERENCE: FEEDING AMERICA,,manual_review,not matched to canonical ESG code; review before adding pattern,,904
TJX 2021,TJX,2021,PROVIDING EDUCATION AND TRAINING,,manual_review,not matched to canonical ESG code; review before adding pattern,,905
TJX 2021,TJX,2021,MAKING A DIFFERENCE: SAVE THE CHILDREN,,manual_review,not matched to canonical ESG code; review before adding pattern,,906
TJX 2021,TJX,2021,SUPPORTING RESEARCH AND CARE FOR LIFE-THREATENING ILLNESSES,,manual_review,not matched to canonical ESG code; review before adding pattern,,907
TJX 2021,TJX,2021,MAKING A DIFFERENCE: HOMEGOODS AND HOMESENSE “HELP FAMILIES FIGHT CANCER”,,manual_review,not matched to canonical ESG code; review before adding pattern,,909
TJX 2021,TJX,2021,EMPOWERING WOMEN,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,910
TJX 2021,TJX,2021,MAKING A DIFFERENCE: DRESS FOR SUCCESS,,manual_review,not matched to canonical ESG code; review before adding pattern,,911
TJX 2021,TJX,2021,ENVIRONMENTAL SUSTAINABILITY,environmental,use_for_splitter,matched calibrated ESG heading pattern,,912
TJX 2021,TJX,2021,ENVIRONMENTALLY RESPONSIBLE. SMART FOR BUSINESS.,,manual_review,not matched to canonical ESG code; review before adding pattern,,913
TJX 2021,TJX,2021,GLOBAL CORPORATE TARGET,,manual_review,not matched to canonical ESG code; review before adding pattern,,914
TJX 2021,TJX,2021,PARTNERSHIPS & RECOGNITION,,manual_review,not matched to canonical ESG code; review before adding pattern,,915
TJX 2021,TJX,2021,RESULTS OF GLOBAL KEY METRICS89,,manual_review,not matched to canonical ESG code; review before adding pattern,,916
TJX 2021,TJX,2021,PROGRAM OVERSIGHT,governance,use_for_splitter,matched calibrated ESG heading pattern,,917
TJX 2021,TJX,2021,CLIMATE AND ENERGY,climate,use_for_splitter,matched calibrated ESG heading pattern,,918
TJX 2021,TJX,2021,MANAGING AND CONSERVING ENERGY IN OUR DIRECT OPERATIONS,energy,use_for_splitter,matched calibrated ESG heading pattern,,919
TJX 2021,TJX,2021,AVOIDING AND OFFSETTING EMISSIONS,emissions,use_for_splitter,matched calibrated ESG heading pattern,,920
TJX 2021,TJX,2021,Renewable and Low-Carbon Energy,energy,use_for_splitter,matched calibrated ESG heading pattern,,921
TJX 2021,TJX,2021,SUPPLY CHAIN CLIMATE IMPACT,climate,use_for_splitter,matched calibrated ESG heading pattern,,922
TJX 2021,TJX,2021,TRANSPORTATION AND LOGISTICS,,manual_review,not matched to canonical ESG code; review before adding pattern,,923
TJX 2021,TJX,2021,GREEN BUILDING,,manual_review,not matched to canonical ESG code; review before adding pattern,,924
TJX 2021,TJX,2021,WASTE MANAGEMENT,waste,use_for_splitter,matched calibrated ESG heading pattern,,925
TJX 2021,TJX,2021,FY21 KEY WASTE METRICS5,waste,use_for_splitter,matched calibrated ESG heading pattern,,926
TJX 2021,TJX,2021,"REDUCE, REUSE, RECYCLE",,manual_review,not matched to canonical ESG code; review before adding pattern,,927
TJX 2021,TJX,2021,DECREASING SINGLE-USE PLASTICS,,manual_review,not matched to canonical ESG code; review before adding pattern,,928
TJX 2021,TJX,2021,EXPLORING MERCHANDISE AND PRODUCT RECOVERY AND REUSE PROGRAMS,,manual_review,not matched to canonical ESG code; review before adding pattern,,929
TJX 2021,TJX,2021,REDUCING WATER CONSUMPTION,water,use_for_splitter,matched calibrated ESG heading pattern,,930
TJX 2021,TJX,2021,CHEMICALS MANAGEMENT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,931
TJX 2021,TJX,2021,PROGRAM DEVELOPMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,932
TJX 2021,TJX,2021,INITIATIVES WITHIN OUR BUSINESS OPERATIONS,,manual_review,not matched to canonical ESG code; review before adding pattern,,933
TJX 2021,TJX,2021,MERCHANDISE AND PACKAGING INITIATIVES,waste,use_for_splitter,matched calibrated ESG heading pattern,,934
TJX 2021,TJX,2021,INDUSTRY AND EXPERT COLLABORATION,,manual_review,not matched to canonical ESG code; review before adding pattern,,935
TJX 2021,TJX,2021,SUSTAINABLE PRODUCTS,,manual_review,not matched to canonical ESG code; review before adding pattern,,936
TJX 2021,TJX,2021,ASSOCIATE ENGAGEMENT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,937
TJX 2021,TJX,2021,ENCOURAGING OUR ASSOCIATES TO BE ENVIRONMENTALLY CONSCIOUS,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,938
TJX 2021,TJX,2021,GREEN IT,,manual_review,not matched to canonical ESG code; review before adding pattern,,939
TJX 2021,TJX,2021,RESPONSIBLE BUSINESS,governance,use_for_splitter,matched calibrated ESG heading pattern,,940
TJX 2021,TJX,2021,DELIVERING REAL VALUE TO THE WORLD,,manual_review,not matched to canonical ESG code; review before adding pattern,,941
TJX 2021,TJX,2021,RESPONSIBLE SOURCING,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,942
TJX 2021,TJX,2021,OUR OFF-PRICE BUSINESS MODEL,,manual_review,not matched to canonical ESG code; review before adding pattern,,943
TJX 2021,TJX,2021,OUR GLOBAL SOCIAL COMPLIANCE EFFORTS,social,use_for_splitter,matched calibrated ESG heading pattern,,944
TJX 2021,TJX,2021,EVOLVING ISSUES,,manual_review,not matched to canonical ESG code; review before adding pattern,,945
TJX 2021,TJX,2021,MODERN SLAVERY STATEMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,946
TJX 2021,TJX,2021,UZBEKISTAN: FORCED ADULT AND CHILD LABOR,,manual_review,not matched to canonical ESG code; review before adding pattern,,947
